,CO_ANO,CO_MES,Nome_UF,Nome_Município,SH4,CO_PAIS,KG_LIQUIDO,VL_FOB,NO_PAIS
21040,1998,9,Alagoas,Porto Calvo,1701,249,675410,285747,Estados Unidos
21083,1998,9,Alagoas,Arapiraca,2401,249,5729,10312,Estados Unidos
21087,1998,5,Alagoas,Maceió,2009,158,96,260,Chile
21128,1998,5,Alagoas,Delmiro Gouveia,5513,63,11405,93715,Argentina
21274,1998,6,Alagoas,Marechal Deodoro,3923,845,17475,48813,Uruguai
21317,1998,4,Alagoas,Maceió,1701,249,8528320,3694854,Estados Unidos
21440,1998,11,Alagoas,Maceió,2903,161,5001259,364751,Taiwan (Formosa)
21478,1998,11,Alagoas,Maceió,801,63,600,4734,Argentina
21490,1998,7,Alagoas,Marechal Deodoro,3923,845,29207,71711,Uruguai
21508,1998,12,Alagoas,Marechal Deodoro,3924,337,2540,5625,Guiana
21643,1998,7,Alagoas,Pilar,9998,301,50512,9370,Grécia
21977,1998,11,Alagoas,Maceió,7602,249,156000,134057,Estados Unidos
22033,1998,1,Alagoas,Matriz de Camaragibe,1701,676,10000000,2621740,Rússia
22197,1998,1,Alagoas,Coruripe,1701,249,3687730,1589412,Estados Unidos
22310,1998,4,Alagoas,Maceió,2815,63,3954164,584228,Argentina
22403,1998,1,Alagoas,Maceió,2903,161,6298338,1574585,Taiwan (Formosa)
22419,1998,1,Alagoas,Maceió,1701,455,14000000,3920000,Malásia
22472,1998,1,Alagoas,Coruripe,1701,59,12600000,3272220,Argélia
22484,1998,12,Alagoas,Maceió,2304,275,907000,124078,França
22487,1998,7,Alagoas,Maceió,2815,47,1929021,281859,Antilhas Holandesas
22495,1998,6,Alagoas,Rio Largo,9998,990,7113,2737,Provisão de Navios e Aeronaves
22506,1998,1,Alagoas,Arapiraca,2401,450,9546,15274,Madagascar
22526,1998,4,Alagoas,Maceió,2903,399,15547382,1420743,Japão
22661,1998,9,Alagoas,Rio Largo,9998,990,60453,20143,Provisão de Navios e Aeronaves
22669,1998,9,Alagoas,Maceió,6802,249,44210,36904,Estados Unidos
22698,1998,2,Alagoas,Coruripe,1701,676,12000000,3140280,Rússia
22706,1998,2,Alagoas,União dos Palmares,1701,676,16000000,3855100,Rússia
22738,1998,2,Alagoas,Lagoa da Canoa,2401,249,101520,203040,Estados Unidos
22764,1998,9,Alagoas,Maceió,3305,399,138,1058,Japão
22794,1998,5,Alagoas,Maceió,3303,399,273,3816,Japão
22799,1998,5,Alagoas,São José da Laje,1701,670,11000000,2680488,Romênia
22858,1998,7,Alagoas,Rio Largo,9998,990,1040,408,Provisão de Navios e Aeronaves
22922,1998,7,Alagoas,União dos Palmares,1701,249,19012520,8185347,Estados Unidos
22946,1998,10,Alagoas,Maceió,3304,399,259,2428,Japão
22960,1998,7,Alagoas,Marechal Deodoro,3920,845,5061,13516,Uruguai
23000,1998,8,Alagoas,Lagoa da Canoa,2401,450,18870,30192,Madagascar
23217,1998,11,Alagoas,Maceió,9998,990,3199,3291,Provisão de Navios e Aeronaves
23220,1998,1,Alagoas,Matriz de Camaragibe,1701,249,1024780,439251,Estados Unidos
23229,1998,11,Alagoas,Maceió,9503,399,176,660,Japão
23236,1998,7,Alagoas,Arapiraca,2401,249,101492,304476,Estados Unidos
23293,1998,7,Alagoas,Arapiraca,2401,245,58320,115474,Espanha
23312,1998,4,Alagoas,Coruripe,1701,249,3192170,1373075,Estados Unidos
23335,1998,7,Alagoas,Maceió,1702,249,4495761,791704,Estados Unidos
23348,1998,4,Alagoas,Marechal Deodoro,3904,845,1750500,1225475,Uruguai
23363,1998,7,Alagoas,Maceió,2815,815,1720000,251318,Trinidad e Tobago
23393,1998,6,Alagoas,Marechal Deodoro,3923,63,3199,8925,Argentina
23421,1998,2,Alagoas,Maceió,1701,676,52000000,13086760,Rússia
23520,1998,2,Alagoas,Maceió,1701,111,14000000,3528124,Bulgária
23606,1998,7,Alagoas,Maceió,9998,990,2961,3558,Provisão de Navios e Aeronaves
23609,1998,5,Alagoas,Maceió,3305,399,120,907,Japão
23632,1998,6,Alagoas,Maceió,2815,249,4836387,728868,Estados Unidos
23641,1998,6,Alagoas,Marechal Deodoro,3904,845,1241500,868425,Uruguai
23649,1998,3,Alagoas,Arapiraca,2401,474,200000,350000,Marrocos
23660,1998,1,Alagoas,Maceió,1701,676,75000000,19292165,Rússia
23678,1998,12,Alagoas,Matriz de Camaragibe,2304,275,2800000,504000,França
23959,1998,7,Alagoas,Maceió,2903,249,6299309,729460,Estados Unidos
24084,1998,7,Alagoas,Maceió,1702,149,5500000,968550,Canadá
24105,1998,1,Alagoas,Pilar,9998,990,336597,72570,Provisão de Navios e Aeronaves
24318,1998,2,Alagoas,Maceió,1702,249,10002801,1761493,Estados Unidos
24327,1998,2,Alagoas,Maceió,2009,249,15220,14261,Estados Unidos
24508,1998,8,Alagoas,Marechal Deodoro,3920,845,2054,6059,Uruguai
24571,1998,6,Alagoas,Pilar,9998,386,24856,4611,Itália
24586,1998,11,Alagoas,Maceió,1702,249,20449000,2490679,Estados Unidos
24634,1998,11,Alagoas,Maceió,2903,361,8382398,647121,Índia
24714,1998,7,Alagoas,Pilar,9998,249,29119,5402,Estados Unidos
24810,1998,1,Alagoas,Maceió,1701,249,18910736,8235310,Estados Unidos
24834,1998,8,Alagoas,Lagoa da Canoa,2401,728,9435,12926,Senegal
24868,1998,1,Alagoas,São Miguel dos Campos,4819,845,2927,5461,Uruguai
24937,1998,1,Alagoas,Maceió,1701,111,10887000,2846429,Bulgária
24993,1998,4,Alagoas,Rio Largo,9998,990,132763,46504,Provisão de Navios e Aeronaves
25011,1998,4,Alagoas,Lagoa da Canoa,2401,275,193473,412466,França
25085,1998,9,Alagoas,Marechal Deodoro,3923,845,2336,4625,Uruguai
25179,1998,5,Alagoas,Marechal Deodoro,3904,63,75000,43988,Argentina
25213,1998,5,Alagoas,Coruripe,1701,676,15000000,3413850,Rússia
25245,1998,5,Alagoas,Maceió,1701,670,3000000,727530,Romênia
25250,1998,5,Alagoas,Porto Calvo,1701,249,193470,80273,Estados Unidos
25262,1998,5,Alagoas,Maceió,9998,990,1776,2123,Provisão de Navios e Aeronaves
25263,1998,5,Alagoas,Maceió,2009,607,6360,16035,Portugal
25337,1998,7,Alagoas,Maceió,1701,249,26344248,11444504,Estados Unidos
25381,1998,8,Alagoas,Maceió,2903,399,5400612,386954,Japão
25429,1998,7,Alagoas,Maceió,2815,158,1474409,250167,Chile
25512,1998,8,Alagoas,São Miguel dos Campos,4819,845,3042,5800,Uruguai
25611,1998,8,Alagoas,Marechal Deodoro,3923,63,3338,9313,Argentina
25628,1998,7,Alagoas,Lagoa da Canoa,2401,728,9435,12926,Senegal
25637,1998,3,Alagoas,Marechal Deodoro,3904,845,684500,456740,Uruguai
25815,1998,12,Alagoas,Maceió,6802,607,110910,12348,Portugal
25873,1998,9,Alagoas,Maceió,3304,399,302,2894,Japão
25934,1998,2,Alagoas,Maceió,6802,249,19311,20787,Estados Unidos
25949,1998,4,Alagoas,Maceió,2815,815,1806529,275812,Trinidad e Tobago
26052,1998,5,Alagoas,Maceió,1702,249,6800656,1025811,Estados Unidos
26111,1999,6,Alagoas,São José da Laje,1701,676,174714,19335,Rússia
26222,1999,11,Alagoas,Delmiro Gouveia,5513,63,11734,59290,Argentina
26280,1999,1,Alagoas,Maceió,1701,676,45692936,7668949,Rússia
26448,1999,3,Alagoas,Maceió,2903,161,8030127,570139,Taiwan (Formosa)
26477,1999,6,Alagoas,Maceió,9998,990,4247,4569,Provisão de Navios e Aeronaves
26517,1999,11,Alagoas,Maceió,2903,361,9998984,2899705,Índia
26548,1999,12,Alagoas,Coruripe,1701,474,20000000,2914400,Marrocos
26588,1999,3,Alagoas,União dos Palmares,1701,676,53400000,7408405,Rússia
26719,1999,6,Alagoas,Marechal Deodoro,3924,845,7595,22330,Uruguai
26736,1999,6,Alagoas,Maceió,2009,399,3840,11932,Japão
26861,1999,2,Alagoas,Maceió,1701,676,73917000,12918215,Rússia
26898,1999,8,Alagoas,Maceió,2815,63,1474387,141718,Argentina
26921,1999,12,Alagoas,Maceió,6802,275,45500,14000,França
26983,1999,2,Alagoas,Marechal Deodoro,3923,249,10820,30524,Estados Unidos
27164,1999,4,Alagoas,União dos Palmares,1701,676,30750000,4253300,Rússia
27239,1999,2,Alagoas,Arapiraca,2401,249,94871,373792,Estados Unidos
27250,1999,4,Alagoas,Maceió,6802,245,422272,48183,Espanha
27365,1999,4,Alagoas,Maceió,7602,249,182000,97398,Estados Unidos
27392,1999,7,Alagoas,Rio Largo,9998,990,67660,19221,Provisão de Navios e Aeronaves
27406,1999,4,Alagoas,Marechal Deodoro,3924,249,157381,309222,Estados Unidos
27539,1999,5,Alagoas,Maceió,2903,399,12442384,1399769,Japão
27714,1999,3,Alagoas,Maceió,3303,399,1263,17917,Japão
27730,1999,12,Alagoas,Maceió,2903,399,13649990,4527838,Japão
27814,1999,9,Alagoas,Santa Luzia do Norte,901,744,153600,175497,Síria
28037,1999,1,Alagoas,Maceió,1701,275,12200000,5586502,França
28112,1999,9,Alagoas,Maceió,2903,249,7271543,1708813,Estados Unidos
28191,1999,3,Alagoas,Maceió,2815,249,9520271,809223,Estados Unidos
28255,1999,3,Alagoas,Lagoa da Canoa,2401,474,48500,84875,Marrocos
28345,1999,8,Alagoas,Maceió,2009,399,5760,17942,Japão
28369,1999,12,Alagoas,Pilar,9998,538,75546,21040,Noruega
28403,1999,10,Alagoas,Santa Luzia do Norte,1507,351,795000,329925,Hong Kong
28408,1999,2,Alagoas,Marechal Deodoro,3924,249,60911,145484,Estados Unidos
28440,1999,11,Alagoas,Santa Luzia do Norte,2304,275,4513000,699515,França
28447,1999,11,Alagoas,Rio Largo,9998,990,29838,10367,Provisão de Navios e Aeronaves
28494,1999,10,Alagoas,Marechal Deodoro,3920,845,3908,10942,Uruguai
28669,1999,4,Alagoas,Marechal Deodoro,3923,249,47293,100028,Estados Unidos
28736,1999,7,Alagoas,Maceió,9998,990,1433,2080,Provisão de Navios e Aeronaves
28767,1999,7,Alagoas,Maceió,2903,399,7010407,1163377,Japão
28832,1999,4,Alagoas,Maceió,2007,607,1377,1904,Portugal
29314,1999,9,Alagoas,Marechal Deodoro,3920,845,605,1694,Uruguai
29340,1999,11,Alagoas,Maceió,1701,607,11750000,4505890,Portugal
29381,1999,6,Alagoas,Arapiraca,2401,275,303222,439672,França
29414,1999,11,Alagoas,Maceió,2903,399,8604811,2596416,Japão
29526,1999,6,Alagoas,Marechal Deodoro,3923,845,1130,3034,Uruguai
29622,1999,5,Alagoas,Maceió,3303,63,1253,18144,Argentina
29814,1999,11,Alagoas,União dos Palmares,1701,676,29664,4525517,Rússia
29837,1999,6,Alagoas,Arapiraca,2401,59,300000,430000,Argélia
29875,1999,8,Alagoas,Arapiraca,2401,474,275000,476740,Marrocos
29894,1999,5,Alagoas,Lagoa da Canoa,2401,245,428600,838300,Espanha
29896,1999,2,Alagoas,Maceió,2007,386,984,2443,Itália
29904,1999,5,Alagoas,União dos Palmares,1701,249,10064660,4403256,Estados Unidos
29909,1999,11,Alagoas,Maceió,6802,245,147930,15387,Espanha
30027,1999,9,Alagoas,Pilar,9998,628,149620,34462,Reino Unido
30070,1999,7,Alagoas,Maceió,1701,249,19180880,8275849,Estados Unidos
30084,1999,2,Alagoas,São José da Laje,1701,676,8000000,1164000,Rússia
30086,1999,2,Alagoas,São Miguel dos Campos,4819,63,3069,5511,Argentina
30110,1999,2,Alagoas,Maceió,7602,249,182000,86474,Estados Unidos
30195,1999,7,Alagoas,União dos Palmares,1701,249,12800,5658,Estados Unidos
30247,1999,4,Alagoas,Arapiraca,2401,249,117600,294000,Estados Unidos
30545,1999,1,Alagoas,Maceió,9998,990,10377,13413,Provisão de Navios e Aeronaves
30608,1999,3,Alagoas,Lagoa da Canoa,2401,249,61009,91514,Estados Unidos
30735,1999,3,Alagoas,Coruripe,1701,193,7000000,1190000,Costa do Marfim
30802,1999,11,Alagoas,Maceió,9998,990,1875,3917,Provisão de Navios e Aeronaves
30884,1999,1,Alagoas,Pilar,9998,232,50538,8566,Dinamarca
31067,1999,9,Alagoas,Santa Luzia do Norte,901,383,38400,42881,Israel
31074,1999,9,Alagoas,Maceió,2903,399,7902669,1427143,Japão
31146,1999,3,Alagoas,Igreja Nova,1701,676,25000000,3755750,Rússia
31266,1999,10,Alagoas,Maceió,3303,63,1253,18144,Argentina
31308,1999,2,Alagoas,Maceió,9998,990,5939,7642,Provisão de Navios e Aeronaves
31344,1999,2,Alagoas,Marechal Deodoro,3924,337,5110,13199,Guiana
31400,1999,2,Alagoas,Lagoa da Canoa,2401,249,101682,152523,Estados Unidos
31523,1999,7,Alagoas,Coruripe,1701,249,1804090,793854,Estados Unidos
31528,1999,2,Alagoas,Maceió,2009,249,1920,6223,Estados Unidos
31574,1999,2,Alagoas,Pilar,9998,628,107495,17835,Reino Unido
31602,1999,7,Alagoas,São José da Laje,1701,249,1488717,652684,Estados Unidos
31682,1999,4,Alagoas,Maceió,8424,63,238,6004,Argentina
31742,1999,12,Alagoas,Marechal Deodoro,3904,63,54000,36288,Argentina
31748,1999,8,Alagoas,Maceió,6802,249,20630,24287,Estados Unidos
31756,1999,12,Alagoas,Maceió,2304,245,7000000,1072960,Espanha
31772,1999,7,Alagoas,Maceió,2007,69,984,2156,Austrália
31855,1999,5,Alagoas,Igreja Nova,1701,676,8000000,1213440,Rússia
31894,1999,12,Alagoas,Maceió,1701,676,35000000,5160725,Rússia
31999,1999,1,Alagoas,Maceió,1701,750,13325000,2718300,Sri Lanka
32025,1999,5,Alagoas,Maceió,9998,990,6592,8266,Provisão de Navios e Aeronaves
32054,1999,8,Alagoas,Maceió,801,249,120,671,Estados Unidos
32074,1999,9,Alagoas,Santa Luzia do Norte,901,249,451200,534131,Estados Unidos
32094,1999,5,Alagoas,Marechal Deodoro,3923,845,37434,83048,Uruguai
32096,1999,8,Alagoas,Maceió,2009,249,900,2260,Estados Unidos
32186,1999,3,Alagoas,Maceió,2903,399,3011297,213802,Japão
32246,1999,9,Alagoas,Santa Luzia do Norte,901,245,19200,26521,Espanha
32249,1999,1,Alagoas,Marechal Deodoro,3904,63,52000,25828,Argentina
32412,1999,11,Alagoas,Pilar,9998,676,38180,9010,Rússia
32501,1999,3,Alagoas,Maceió,7602,249,286000,133931,Estados Unidos
32517,1999,5,Alagoas,Arapiraca,2401,245,627284,916065,Espanha
32523,1999,5,Alagoas,Lagoa da Canoa,2401,59,250000,463000,Argélia
32558,1999,5,Alagoas,Coruripe,1701,249,1804090,770148,Estados Unidos
32628,1999,11,Alagoas,Marechal Deodoro,3920,845,1243,3480,Uruguai
32652,1999,6,Alagoas,Maceió,1701,676,3824527,454541,Rússia
32678,1999,6,Alagoas,Lagoa da Canoa,2401,728,9000,12330,Senegal
32758,1999,10,Alagoas,Marechal Deodoro,3924,97,351066,566712,Bolívia
32808,1999,2,Alagoas,Maceió,1702,249,17941000,2210014,Estados Unidos
32831,1999,2,Alagoas,Maceió,2903,161,15619978,1110630,Taiwan (Formosa)
32833,1999,3,Alagoas,Arapiraca,2401,275,53904,106191,França
32849,1999,9,Alagoas,Maceió,7602,249,125860,62140,Estados Unidos
33075,1999,7,Alagoas,Marechal Deodoro,3923,845,29470,69730,Uruguai
33120,1999,7,Alagoas,Marechal Deodoro,3924,845,128090,250891,Uruguai
33212,1999,10,Alagoas,Rio Largo,9998,990,35390,16011,Provisão de Navios e Aeronaves
33263,1999,5,Alagoas,Arapiraca,2401,275,281316,440613,França
33367,1999,11,Alagoas,Maceió,302,249,3244,13223,Estados Unidos
33411,1999,1,Alagoas,Marechal Deodoro,3924,845,2375,6654,Uruguai
33418,1999,6,Alagoas,Maceió,2007,399,3936,10368,Japão
33440,1999,8,Alagoas,Maceió,306,275,7661,134654,França
33447,1999,1,Alagoas,Marechal Deodoro,3920,845,15561,38261,Uruguai
33473,1999,1,Alagoas,União dos Palmares,1701,249,10077460,4232533,Estados Unidos
33620,1999,10,Alagoas,Santa Luzia do Norte,2304,573,1100000,170500,Países Baixos (Holanda)
33722,1999,11,Alagoas,São Miguel dos Campos,4819,63,3069,5511,Argentina
33727,1999,12,Alagoas,Rio Largo,9998,990,6668,2347,Provisão de Navios e Aeronaves
33954,1999,2,Alagoas,Maceió,2815,249,1591116,155929,Estados Unidos
34007,1999,8,Alagoas,Maceió,2007,399,3936,10368,Japão
34014,1999,3,Alagoas,Arapiraca,2401,474,200000,290000,Marrocos
34161,1999,2,Alagoas,Rio Largo,9998,990,150818,40940,Provisão de Navios e Aeronaves
34172,1999,12,Alagoas,Marechal Deodoro,3923,845,9923,37113,Uruguai
34184,1999,10,Alagoas,União dos Palmares,1701,111,20000000,2898000,Bulgária
34262,1999,2,Alagoas,Arapiraca,2401,275,61773,114280,França
34306,1999,3,Alagoas,Marechal Deodoro,3924,845,2669,7748,Uruguai
34322,1999,4,Alagoas,Maceió,2903,399,7000653,497046,Japão
34469,1999,4,Alagoas,Maceió,1201,538,3125000,500000,Noruega
34580,1999,4,Alagoas,Coruripe,1701,676,43000000,6405630,Rússia
34596,1999,12,Alagoas,Lagoa da Canoa,2401,245,637056,1242259,Espanha
34798,1999,12,Alagoas,Maceió,1702,249,16603370,1974911,Estados Unidos
34919,1999,6,Alagoas,Maceió,7602,249,130000,68554,Estados Unidos
34989,1999,8,Alagoas,Marechal Deodoro,3904,386,144000,77760,Itália
35376,1999,11,Alagoas,Pilar,9998,628,49786,11774,Reino Unido
35409,1999,8,Alagoas,Maceió,2903,161,8022992,1331416,Taiwan (Formosa)
35464,1999,6,Alagoas,União dos Palmares,1701,676,1262240,166969,Rússia
35486,1999,12,Alagoas,Maceió,1701,607,11950000,4587127,Portugal
35644,1999,8,Alagoas,Marechal Deodoro,3904,63,24000,12410,Argentina
35699,1999,9,Alagoas,Santa Luzia do Norte,901,386,38400,42010,Itália
35809,1999,9,Alagoas,Santa Luzia do Norte,901,246,76800,84019,Eslovênia
35815,1999,9,Alagoas,Rio Largo,9998,990,33710,13947,Provisão de Navios e Aeronaves
35835,1999,4,Alagoas,Arapiraca,2401,474,200000,280000,Marrocos
35841,1999,4,Alagoas,Rio Largo,9998,990,250627,80494,Provisão de Navios e Aeronaves
35918,1999,2,Alagoas,Maceió,801,386,360,2624,Itália
35955,1999,7,Alagoas,Maceió,7602,249,26000,13176,Estados Unidos
36021,1999,4,Alagoas,Lagoa da Canoa,2401,193,9435,13964,Costa do Marfim
36149,1999,12,Alagoas,São Luís do Quitunde,1701,676,41890000,5923550,Rússia
36206,1999,12,Alagoas,Pilar,9998,573,50885,13459,Países Baixos (Holanda)
36233,1999,6,Alagoas,Rio Largo,9998,990,70232,18529,Provisão de Navios e Aeronaves
36282,1999,1,Alagoas,Maceió,1701,111,2000000,306100,Bulgária
36291,1999,1,Alagoas,Pilar,9998,628,79435,13464,Reino Unido
36449,1999,3,Alagoas,Maceió,3304,399,978,9850,Japão
36481,1999,5,Alagoas,Marechal Deodoro,3924,845,158907,320584,Uruguai
36554,1999,12,Alagoas,Maceió,302,249,6083,22174,Estados Unidos
36571,1999,12,Alagoas,Arapiraca,2401,245,1346997,2031584,Espanha
36592,1999,1,Alagoas,Coruripe,1701,750,675000,151875,Sri Lanka
36600,1999,1,Alagoas,Maceió,4911,399,31,840,Japão
36633,1999,8,Alagoas,São Miguel dos Campos,4819,63,5040,4545,Argentina
36650,1999,1,Alagoas,Maceió,3304,399,656,7355,Japão
36699,1999,1,Alagoas,Coruripe,1701,676,3000000,529110,Rússia
36918,1999,8,Alagoas,Arapiraca,2401,245,133278,246564,Espanha
36977,1999,1,Alagoas,Coruripe,1701,249,3608170,1539787,Estados Unidos
37041,1999,2,Alagoas,União dos Palmares,1701,676,40100000,5854700,Rússia
37084,1999,10,Alagoas,Santa Luzia do Norte,2304,190,5608000,900085,Coreia do Sul
37225,1999,4,Alagoas,Maceió,1701,676,35759473,5282940,Rússia
37258,1999,2,Alagoas,Maceió,2815,63,3116592,420740,Argentina
37301,1999,6,Alagoas,Maceió,6802,249,20559,21307,Estados Unidos
37423,1999,2,Alagoas,Marechal Deodoro,3920,845,4479,12696,Uruguai
37424,1999,2,Alagoas,Maceió,2007,249,98,240,Estados Unidos
37428,1999,4,Alagoas,Arapiraca,2401,275,217531,402432,França
37486,1999,5,Alagoas,União dos Palmares,1701,676,3750000,487500,Rússia
37493,1999,3,Alagoas,Coruripe,1701,40,2564000,512800,Angola
37506,1999,11,Alagoas,Maceió,1701,474,20000000,2772350,Marrocos
37588,1999,3,Alagoas,Maceió,9998,990,5801,5119,Provisão de Navios e Aeronaves
37673,1999,2,Alagoas,Maceió,2009,386,4620,15125,Itália
37694,1999,3,Alagoas,Coruripe,1701,676,8000000,1181600,Rússia
37762,1999,11,Alagoas,Maceió,6802,275,22400,5006,França
37790,1999,10,Alagoas,Maceió,306,249,14787,273871,Estados Unidos
37833,1999,6,Alagoas,Maceió,801,399,168,1327,Japão
37915,1999,8,Alagoas,Maceió,9998,990,327,357,Provisão de Navios e Aeronaves
38004,1999,4,Alagoas,Lagoa da Canoa,2401,275,80640,147168,França
38177,1999,8,Alagoas,Maceió,306,249,5170,148560,Estados Unidos
38179,1999,2,Alagoas,Maceió,2903,249,8732069,1178829,Estados Unidos
38206,1999,10,Alagoas,Pilar,9998,301,24960,6053,Grécia
38263,1999,7,Alagoas,Maceió,1702,249,10000000,851800,Estados Unidos
38357,1999,5,Alagoas,Maceió,7602,249,78000,41913,Estados Unidos
38449,1999,5,Alagoas,Maceió,1701,676,40166000,6317528,Rússia
38470,1999,3,Alagoas,Pilar,9998,628,46178,7273,Reino Unido
38516,1999,8,Alagoas,Maceió,2903,399,7521676,1371878,Japão
38601,1999,3,Alagoas,São José da Laje,1701,676,7900000,1162753,Rússia
38665,1999,5,Alagoas,Arapiraca,2401,249,105000,262500,Estados Unidos
38746,1999,6,Alagoas,Maceió,306,249,8172,235600,Estados Unidos
38777,1999,2,Alagoas,Maceió,801,249,120,875,Estados Unidos
39029,1999,9,Alagoas,Maceió,9998,990,1883,1935,Provisão de Navios e Aeronaves
39131,1999,2,Alagoas,Maceió,2903,399,5721763,401668,Japão
39172,1999,4,Alagoas,Maceió,2009,607,4590,8965,Portugal
39174,1999,4,Alagoas,Pilar,9998,63,74262,14221,Argentina
39203,1999,3,Alagoas,Maceió,1701,676,54900000,9469467,Rússia
39243,1999,12,Alagoas,São José da Laje,1701,676,3500000,520100,Rússia
39346,1999,6,Alagoas,Marechal Deodoro,3920,845,34949,73258,Uruguai
39389,1999,10,Alagoas,Marechal Deodoro,3923,97,144759,286741,Bolívia
39408,1999,2,Alagoas,Arapiraca,2401,245,475544,732093,Espanha
39467,1999,4,Alagoas,Maceió,9998,990,8733,8709,Provisão de Navios e Aeronaves
39515,1999,1,Alagoas,Maceió,7602,249,104000,84341,Estados Unidos
39596,1999,1,Alagoas,Pilar,9998,301,29778,5047,Grécia
39644,1999,3,Alagoas,Maceió,3305,399,356,2722,Japão
39692,1999,8,Alagoas,Maceió,801,399,720,5854,Japão
39789,2000,10,Alagoas,Maceió,302,249,16237,53537,Estados Unidos
39846,2000,10,Alagoas,Maceió,306,249,16843,204504,Estados Unidos
39858,2000,6,Alagoas,Marechal Deodoro,3923,63,6987,32114,Argentina
40077,2000,1,Alagoas,São Miguel dos Campos,4819,63,3590,4500,Argentina
40245,2000,3,Alagoas,Marechal Deodoro,3923,845,9928,30564,Uruguai
40274,2000,12,Alagoas,Maceió,6912,249,51,288,Estados Unidos
40327,2000,7,Alagoas,Maceió,6802,249,56598,50069,Estados Unidos
40355,2000,5,Alagoas,São Luís do Quitunde,1701,676,2000000,306364,Rússia
40373,2000,6,Alagoas,Maceió,2514,249,2250,506,Estados Unidos
40451,2000,11,Alagoas,Marechal Deodoro,3904,63,300000,184800,Argentina
40561,2000,5,Alagoas,Pilar,9998,776,21345,5966,Tailândia
40604,2000,12,Alagoas,Pilar,9998,301,25738,9433,Grécia
40707,2000,3,Alagoas,Maceió,2007,249,147,331,Estados Unidos
40755,2000,12,Alagoas,Maceió,6802,249,17080,19758,Estados Unidos
40779,2000,12,Alagoas,Marechal Deodoro,3920,845,2166,6606,Uruguai
40808,2000,12,Alagoas,Maceió,4602,158,11,109,Chile
40843,2000,9,Alagoas,Maceió,1701,676,9517320,1578309,Rússia
40850,2000,9,Alagoas,Delmiro Gouveia,5513,63,10744,54051,Argentina
40945,2000,7,Alagoas,Maceió,2815,249,3112457,155623,Estados Unidos
40953,2000,10,Alagoas,Maceió,1701,647,4700000,1241115,República Dominicana
40998,2000,3,Alagoas,Marechal Deodoro,3923,97,56463,127862,Bolívia
41053,2000,2,Alagoas,Maceió,7201,161,6050000,732050,Taiwan (Formosa)
41180,2000,10,Alagoas,Maceió,2815,63,1960427,291123,Argentina
41221,2000,4,Alagoas,Pilar,9998,628,20975,6156,Reino Unido
41418,2000,2,Alagoas,Maceió,7201,249,19223000,2175859,Estados Unidos
41473,2000,8,Alagoas,Marechal Deodoro,3923,63,7373,33971,Argentina
41498,2000,8,Alagoas,Maceió,306,249,19150,198546,Estados Unidos
41650,2000,12,Alagoas,Matriz de Camaragibe,1701,676,1000000,238100,Rússia
