,CO_ANO,CO_MES,Nome_UF,Nome_Município,SH4,CO_PAIS,KG_LIQUIDO,VL_FOB,NO_PAIS
896309,2023,12,Alagoas,Maceió,1602,538,10,55,Noruega
896312,2023,8,Alagoas,Marechal Deodoro,9403,770,9,160,Suriname
896314,2023,6,Alagoas,Maceió,1212,160,15,5,China
896341,2023,1,Alagoas,Maceió,2004,741,60,162,Singapura
896359,2023,5,Alagoas,Maceió,805,476,120,117,"Marshall, Ilhas"
896364,2023,7,Alagoas,Maceió,207,275,30,137,França
896370,2023,1,Alagoas,Maceió,8425,434,1,659,Libéria
896378,2023,5,Alagoas,Maceió,1604,476,10,137,"Marshall, Ilhas"
896380,2023,5,Alagoas,Maceió,705,267,5,10,Filipinas
896381,2023,2,Alagoas,Maceió,204,538,20,192,Noruega
896382,2023,8,Alagoas,Maceió,2201,351,1668,649,Hong Kong
896406,2023,3,Alagoas,Maceió,702,105,80,105,Brasil
896412,2023,5,Alagoas,Maceió,2106,161,13,31,Taiwan (Formosa)
896430,2023,7,Alagoas,Maceió,203,607,85,462,Portugal
896434,2023,2,Alagoas,Maceió,906,88,1,19,Belize
896437,2023,5,Alagoas,Maceió,207,476,204,799,"Marshall, Ilhas"
896453,2023,1,Alagoas,Maceió,8206,351,3,29,Hong Kong
896482,2023,12,Alagoas,Maceió,401,580,120,108,Panamá
896487,2023,3,Alagoas,Maceió,3302,160,1,5,China
896532,2023,1,Alagoas,Maceió,704,776,80,105,Tailândia
896549,2023,2,Alagoas,Japaratinga,4016,23,8,503,Alemanha
896557,2023,11,Alagoas,Maceió,1902,580,69,201,Panamá
896566,2023,4,Alagoas,Maceió,702,476,40,54,"Marshall, Ilhas"
896583,2023,3,Alagoas,Maceió,703,160,84,139,China
896584,2023,7,Alagoas,Maceió,1602,607,8,81,Portugal
896587,2023,5,Alagoas,Maceió,2105,267,30,82,Filipinas
896590,2023,10,Alagoas,Maceió,303,351,52,211,Hong Kong
896601,2023,10,Alagoas,Maceió,2003,281,6,87,Gabão
896635,2023,5,Alagoas,Maceió,2106,741,24,21,Singapura
896648,2023,1,Alagoas,Maceió,303,467,20,91,Malta
896652,2023,1,Alagoas,Maceió,2002,741,60,78,Singapura
896657,2023,1,Alagoas,Maceió,3401,741,6,78,Singapura
896658,2023,5,Alagoas,Maceió,1701,434,5,9,Libéria
896674,2023,5,Alagoas,Maceió,2001,361,2,4,Índia
896685,2023,12,Alagoas,Coruripe,1701,249,27714197,14899246,Estados Unidos
896688,2023,3,Alagoas,Maceió,3302,249,6,50,Estados Unidos
896695,2023,10,Alagoas,Maceió,1101,88,150,315,Belize
896712,2023,8,Alagoas,Maceió,3402,149,4,8,Canadá
896725,2023,11,Alagoas,Maceió,2104,267,0,15,Filipinas
896734,2023,1,Alagoas,Maceió,1701,476,50,86,"Marshall, Ilhas"
896742,2023,2,Alagoas,Maceió,704,23,55,67,Alemanha
896759,2023,10,Alagoas,Maceió,813,351,26,45,Hong Kong
896763,2023,1,Alagoas,Maceió,2202,163,65,157,Chipre
896775,2023,1,Alagoas,Maceió,901,776,5,250,Tailândia
896779,2023,1,Alagoas,Maceió,1103,741,5,26,Singapura
896780,2023,3,Alagoas,Maceió,1905,399,15,34,Japão
896783,2023,5,Alagoas,Maceió,808,476,58,208,"Marshall, Ilhas"
896794,2023,2,Alagoas,Maceió,3304,23,4,24,Alemanha
896796,2023,12,Alagoas,Maceió,1211,445,2,23,Luxemburgo
896797,2023,5,Alagoas,Maceió,401,361,240,190,Índia
896799,2023,6,Alagoas,Maceió,1108,232,6,7,Dinamarca
896807,2023,1,Alagoas,Maceió,801,232,7,22,Dinamarca
896819,2023,3,Alagoas,Maceió,807,676,60,36,Rússia
896827,2023,3,Alagoas,Maceió,9603,83,0,33,Barbados
896830,2023,6,Alagoas,Maceió,712,351,3,8,Hong Kong
896831,2023,3,Alagoas,Maceió,1701,434,80,98,Libéria
896835,2023,3,Alagoas,Maceió,1101,160,160,174,China
896839,2023,7,Alagoas,Maceió,2001,538,4,14,Noruega
896840,2023,9,Alagoas,Maceió,709,77,53,147,Bahamas
896845,2023,2,Alagoas,Maceió,707,23,18,37,Alemanha
896849,2023,5,Alagoas,Maceió,3909,476,50,1204,"Marshall, Ilhas"
896868,2023,2,Alagoas,Maceió,4013,434,10,117,Libéria
896872,2023,10,Alagoas,Maceió,2009,386,218,406,Itália
896883,2023,10,Alagoas,Maceió,1202,281,5,43,Gabão
896889,2023,10,Alagoas,Maceió,2922,386,1,20,Itália
896900,2023,4,Alagoas,Maceió,2402,361,6,611,Índia
896902,2023,3,Alagoas,Maceió,808,476,61,203,"Marshall, Ilhas"
896925,2023,9,Alagoas,Maceió,702,467,30,60,Malta
896931,2023,1,Alagoas,Maceió,204,301,180,939,Grécia
896938,2023,10,Alagoas,Maceió,1702,281,4,43,Gabão
896939,2023,3,Alagoas,Maceió,703,249,40,93,Estados Unidos
896952,2023,1,Alagoas,Maceió,2106,476,24,87,"Marshall, Ilhas"
896972,2023,12,Alagoas,Maceió,3816,163,25,67,Chipre
896978,2023,10,Alagoas,Maceió,1212,351,10,4,Hong Kong
896980,2023,1,Alagoas,Maceió,701,538,15,24,Noruega
896981,2023,6,Alagoas,Maceió,401,476,276,435,"Marshall, Ilhas"
897008,2023,3,Alagoas,Maceió,808,351,29,115,Hong Kong
897014,2023,3,Alagoas,Maceió,2006,628,2,17,Reino Unido
897019,2023,5,Alagoas,Maceió,203,628,52,198,Reino Unido
897044,2023,12,Alagoas,Maceió,708,580,53,56,Panamá
897047,2023,4,Alagoas,Maceió,2005,77,136,6952,Bahamas
897049,2023,11,Alagoas,Maceió,1806,267,5,89,Filipinas
897050,2023,2,Alagoas,Maceió,3919,434,8,40,Libéria
897054,2023,12,Alagoas,Maceió,2106,83,4,20,Barbados
897061,2023,1,Alagoas,Maceió,901,77,5,39,Bahamas
897065,2023,2,Alagoas,Maceió,1601,301,70,281,Grécia
897067,2023,5,Alagoas,Maceió,4818,580,2,27,Panamá
897085,2023,1,Alagoas,Maceió,1108,301,8,28,Grécia
897087,2023,12,Alagoas,Maceió,708,53,13,26,Arábia Saudita
897118,2023,1,Alagoas,Maceió,2007,434,8,89,Libéria
897120,2023,1,Alagoas,Maceió,709,467,69,146,Malta
897124,2023,12,Alagoas,Maceió,803,163,60,50,Chipre
897129,2023,10,Alagoas,Maceió,2804,88,240,419,Belize
897138,2023,12,Alagoas,Maceió,3304,445,1,277,Luxemburgo
897151,2023,3,Alagoas,Maceió,207,361,100,233,Índia
897152,2023,5,Alagoas,Maceió,405,386,3,35,Itália
897153,2023,2,Alagoas,Maceió,2804,538,4,1861,Noruega
897166,2023,9,Alagoas,Maceió,702,386,35,62,Itália
897201,2023,2,Alagoas,Maceió,701,23,150,183,Alemanha
897217,2023,3,Alagoas,Maceió,210,301,305,1152,Grécia
897224,2023,2,Alagoas,Maceió,405,476,12,141,"Marshall, Ilhas"
897234,2023,10,Alagoas,Maceió,1517,88,30,329,Belize
897243,2023,7,Alagoas,Maceió,204,538,36,194,Noruega
897246,2023,5,Alagoas,Maceió,407,580,66,173,Panamá
897255,2023,7,Alagoas,Maceió,705,607,10,31,Portugal
897262,2023,3,Alagoas,Maceió,1211,77,2,35,Bahamas
897263,2023,1,Alagoas,Maceió,1507,741,50,108,Singapura
897265,2023,10,Alagoas,Maceió,207,183,220,320,"Cook, Ilhas"
897279,2023,3,Alagoas,Maceió,2501,434,10,3,Libéria
897288,2023,1,Alagoas,Maceió,8536,434,11,141,Libéria
897293,2023,8,Alagoas,Maceió,8207,467,0,111,Malta
897299,2023,2,Alagoas,Maceió,401,538,608,794,Noruega
897303,2023,5,Alagoas,Maceió,403,741,9,24,Singapura
897305,2023,6,Alagoas,Maceió,202,232,20,153,Dinamarca
897316,2023,5,Alagoas,Maceió,807,476,177,132,"Marshall, Ilhas"
897339,2023,1,Alagoas,Maceió,901,434,20,297,Libéria
897341,2023,12,Alagoas,Maceió,705,580,13,35,Panamá
897343,2023,6,Alagoas,Maceió,2501,160,10,3,China
897346,2023,2,Alagoas,Maceió,1101,434,20,31,Libéria
897347,2023,10,Alagoas,Maceió,3923,183,10,7,"Cook, Ilhas"
897359,2023,10,Alagoas,Maceió,2106,281,12,163,Gabão
897360,2023,1,Alagoas,Rio Largo,2710,628,3512,4148,Reino Unido
897368,2023,10,Alagoas,Maceió,408,351,36,20,Hong Kong
897377,2023,5,Alagoas,Maceió,2105,232,15,39,Dinamarca
897410,2023,4,Alagoas,Marechal Deodoro,6907,391,105336,20164,Jamaica
897419,2023,1,Alagoas,Maceió,3910,434,2,29,Libéria
897435,2023,9,Alagoas,Maceió,1006,386,50,74,Itália
897436,2023,2,Alagoas,Maceió,1905,827,32,109,Turquia
897450,2023,5,Alagoas,Maceió,3402,476,117,338,"Marshall, Ilhas"
897462,2023,6,Alagoas,Maceió,5402,827,1,303,Turquia
897466,2023,3,Alagoas,Maceió,2302,741,1,5,Singapura
897474,2023,3,Alagoas,Maceió,2005,741,16,78,Singapura
897494,2023,11,Alagoas,Maceió,206,741,20,68,Singapura
897498,2023,6,Alagoas,Maceió,2203,160,90,139,China
897502,2023,12,Alagoas,Maceió,808,538,10,23,Noruega
897513,2023,8,Alagoas,Maceió,2009,434,12,9,Libéria
897514,2023,2,Alagoas,Maceió,207,23,185,586,Alemanha
897528,2023,5,Alagoas,Maceió,702,386,50,65,Itália
897545,2023,6,Alagoas,Maceió,703,232,70,82,Dinamarca
897549,2023,3,Alagoas,Maceió,1512,160,9,43,China
897551,2023,10,Alagoas,Maceió,910,386,10,43,Itália
897554,2023,1,Alagoas,Teotônio Vilela,1701,245,453520,190836,Espanha
897577,2023,3,Alagoas,Maceió,2104,361,15,13,Índia
897585,2023,8,Alagoas,Maceió,3208,351,3,81,Hong Kong
897590,2023,2,Alagoas,Maceió,3402,434,24,124,Libéria
897592,2023,11,Alagoas,Maceió,902,476,0,3,"Marshall, Ilhas"
897593,2023,2,Alagoas,Maceió,9208,538,2,62,Noruega
897594,2023,5,Alagoas,Coruripe,1701,670,10174590,3784541,Romênia
897623,2023,4,Alagoas,Maceió,910,301,5,14,Grécia
897647,2023,5,Alagoas,Maceió,1517,476,6,17,"Marshall, Ilhas"
897659,2023,3,Alagoas,Maceió,401,476,120,151,"Marshall, Ilhas"
897661,2023,4,Alagoas,Maceió,3808,705,44,254,São Vicente e Granadinas
897668,2023,11,Alagoas,Coruripe,1701,455,2195132,921955,Malásia
897678,2023,6,Alagoas,Maceió,1102,351,7,21,Hong Kong
897682,2023,7,Alagoas,Japaratinga,4016,628,1,35,Reino Unido
897684,2023,3,Alagoas,Maceió,703,858,3,11,Vietnã
897698,2023,8,Alagoas,Maceió,8213,467,0,60,Malta
897705,2023,11,Alagoas,Maceió,1601,301,30,98,Grécia
897709,2023,11,Alagoas,Maceió,401,267,27,65,Filipinas
897710,2023,11,Alagoas,Maceió,1904,467,12,94,Malta
897714,2023,8,Alagoas,Maceió,8515,434,2,61,Libéria
897730,2023,1,Alagoas,Maceió,2104,741,5,26,Singapura
897733,2023,3,Alagoas,Maceió,801,105,2,22,Brasil
897739,2023,2,Alagoas,Maceió,1507,434,5,54,Libéria
897741,2023,11,Alagoas,São José da Laje,1701,149,15000000,8367962,Canadá
897754,2023,5,Alagoas,Maceió,808,232,30,45,Dinamarca
897768,2023,1,Alagoas,Maceió,1601,195,10,27,Croácia
897769,2023,1,Alagoas,Maceió,901,741,36,487,Singapura
897787,2023,5,Alagoas,Maceió,9610,77,1,59,Bahamas
897810,2023,7,Alagoas,Maceió,705,580,20,37,Panamá
897816,2023,1,Alagoas,Maceió,7607,301,2,44,Grécia
897820,2023,4,Alagoas,Maceió,4421,361,0,1,Índia
897824,2023,2,Alagoas,Maceió,710,827,10,36,Turquia
897825,2023,6,Alagoas,Maceió,909,741,2,5,Singapura
897837,2023,8,Alagoas,Maceió,2106,399,8,42,Japão
897840,2023,1,Alagoas,Maceió,405,163,3,79,Chipre
897846,2023,5,Alagoas,Maceió,1108,267,5,8,Filipinas
897865,2023,9,Alagoas,Maceió,2922,77,1,25,Bahamas
897870,2023,10,Alagoas,Marechal Deodoro,7614,160,8,19,China
897874,2023,6,Alagoas,Maceió,2902,301,8,46,Grécia
897875,2023,10,Alagoas,Maceió,302,249,2,30,Estados Unidos
897889,2023,3,Alagoas,Maceió,2523,83,100,25,Barbados
897891,2023,7,Alagoas,Maceió,708,607,5,6,Portugal
897892,2023,11,Alagoas,Maceió,710,580,10,6,Panamá
897903,2023,12,Alagoas,Maceió,1211,538,2,18,Noruega
897906,2023,9,Alagoas,Maceió,203,476,27,211,"Marshall, Ilhas"
897912,2023,1,Alagoas,Maceió,3923,195,30,100,Croácia
897928,2023,7,Alagoas,Maceió,702,607,32,67,Portugal
897931,2023,1,Alagoas,Maceió,2922,741,2,22,Singapura
897947,2023,11,Alagoas,Maceió,703,467,63,161,Malta
897953,2023,5,Alagoas,Maceió,1212,161,5,2,Taiwan (Formosa)
897963,2023,9,Alagoas,Maceió,1601,386,7,26,Itália
897977,2023,3,Alagoas,Maceió,804,399,10,13,Japão
897983,2023,1,Alagoas,Maceió,2203,160,133,312,China
897985,2023,3,Alagoas,Maceió,808,858,27,107,Vietnã
898001,2023,3,Alagoas,Maceió,809,160,20,56,China
898016,2023,6,Alagoas,Maceió,1513,586,235,3596,Paraguai
898022,2023,2,Alagoas,Teotônio Vilela,1108,239,55000,56400,Equador
898027,2023,1,Alagoas,Maceió,1806,580,21,339,Panamá
898037,2023,3,Alagoas,Maceió,802,301,10,243,Grécia
898045,2023,12,Alagoas,Maceió,1101,445,190,292,Luxemburgo
898050,2023,12,Alagoas,Maceió,3401,434,1,21,Libéria
898057,2023,4,Alagoas,Maceió,2204,607,2,24,Portugal
898077,2023,10,Alagoas,Maceió,407,88,40,161,Belize
898089,2023,2,Alagoas,Maceió,805,467,80,70,Malta
898096,2023,7,Alagoas,Maceió,1901,580,5,17,Panamá
898106,2023,1,Alagoas,Maceió,705,195,5,16,Croácia
898132,2023,9,Alagoas,Maceió,2202,476,39,94,"Marshall, Ilhas"
898134,2023,3,Alagoas,Maceió,702,676,40,42,Rússia
898146,2023,4,Alagoas,Maceió,2009,63,6240,70381,Argentina
898156,2023,5,Alagoas,Maceió,2005,434,3,110,Libéria
898160,2023,11,Alagoas,Maceió,201,267,20,374,Filipinas
898170,2023,2,Alagoas,Maceió,704,467,20,33,Malta
898181,2023,6,Alagoas,Maceió,1701,776,100,155,Tailândia
898189,2023,2,Alagoas,Maceió,712,538,23,36,Noruega
898220,2023,9,Alagoas,Maceió,2103,87,13,98,Bélgica
898229,2023,5,Alagoas,Maceió,7314,160,10,762,China
898232,2023,11,Alagoas,Maceió,6210,467,5,633,Malta
898235,2023,10,Alagoas,Maceió,2106,467,2,10,Malta
898257,2023,5,Alagoas,Maceió,4401,301,15,37,Grécia
898259,2023,2,Alagoas,Maceió,2005,538,270,512,Noruega
898276,2023,11,Alagoas,Maceió,1108,467,4,18,Malta
898288,2023,3,Alagoas,Maceió,3302,434,2,12,Libéria
898294,2023,3,Alagoas,Maceió,707,23,20,14,Alemanha
898322,2023,5,Alagoas,Maceió,4802,301,10,53,Grécia
898336,2023,3,Alagoas,Maceió,9503,23,1,29,Alemanha
898337,2023,11,Alagoas,Maceió,2209,267,1,6,Filipinas
898362,2023,4,Alagoas,Maceió,2105,607,16,48,Portugal
898367,2023,5,Alagoas,Maceió,3403,476,2,157,"Marshall, Ilhas"
898369,2023,5,Alagoas,Marechal Deodoro,6907,695,53029,10428,São Cristóvão e Névis
898370,2023,11,Alagoas,Maceió,3306,741,4,29,Singapura
898382,2023,2,Alagoas,Maceió,402,23,5,13,Alemanha
898387,2023,12,Alagoas,Maceió,1701,245,12429750,8412010,Espanha
898398,2023,10,Alagoas,Maceió,801,281,5,43,Gabão
898409,2023,2,Alagoas,Maceió,8506,434,6,37,Libéria
898414,2023,3,Alagoas,Maceió,1517,301,1,11,Grécia
898415,2023,11,Alagoas,Maceió,1106,434,10,6,Libéria
898416,2023,11,Alagoas,Maceió,1101,476,50,45,"Marshall, Ilhas"
898419,2023,10,Alagoas,Maceió,7117,603,72,2311,Polônia
898431,2023,3,Alagoas,Maceió,1517,467,5,58,Malta
898432,2023,3,Alagoas,Maceió,702,434,123,257,Libéria
898444,2023,5,Alagoas,Maceió,1901,434,5,41,Libéria
898449,2023,12,Alagoas,Maceió,3004,445,3,153,Luxemburgo
898450,2023,12,Alagoas,Maceió,714,163,3,5,Chipre
898458,2023,1,Alagoas,Maceió,8202,434,1,48,Libéria
898473,2023,10,Alagoas,Maceió,809,386,10,77,Itália
898502,2023,11,Alagoas,Maceió,202,232,20,208,Dinamarca
898512,2023,9,Alagoas,Maceió,304,87,50,209,Bélgica
898514,2023,1,Alagoas,Maceió,9505,163,4,63,Chipre
898525,2023,6,Alagoas,Maceió,202,573,24,239,Países Baixos (Holanda)
898526,2023,8,Alagoas,Maceió,807,149,32,31,Canadá
898529,2023,3,Alagoas,Maceió,2204,741,4,16,Singapura
898532,2023,12,Alagoas,Maceió,2836,445,1,5,Luxemburgo
898533,2023,5,Alagoas,Maceió,3305,628,4,14,Reino Unido
898552,2023,5,Alagoas,Japaratinga,4016,628,1,62,Reino Unido
898557,2023,5,Alagoas,Maceió,206,476,37,194,"Marshall, Ilhas"
898580,2023,6,Alagoas,Maceió,1601,573,20,107,Países Baixos (Holanda)
898601,2023,5,Alagoas,Maceió,702,399,145,167,Japão
898623,2023,7,Alagoas,Maceió,707,607,21,26,Portugal
898644,2023,1,Alagoas,Maceió,304,434,84,750,Libéria
898647,2023,3,Alagoas,Maceió,1507,467,180,61,Malta
898651,2023,3,Alagoas,Maceió,910,476,5,22,"Marshall, Ilhas"
898656,2023,4,Alagoas,Maceió,807,476,116,100,"Marshall, Ilhas"
898668,2023,1,Alagoas,Maceió,206,160,12,87,China
898684,2023,3,Alagoas,Maceió,710,434,45,165,Libéria
898693,2023,11,Alagoas,Maceió,2102,580,1,7,Panamá
898702,2023,3,Alagoas,Maceió,706,361,25,26,Índia
898708,2023,1,Alagoas,Maceió,7217,434,4,55,Libéria
898710,2023,3,Alagoas,Maceió,7326,628,0,34,Reino Unido
898713,2023,12,Alagoas,Maceió,709,434,524,832,Libéria
898725,2023,12,Alagoas,Maceió,2004,445,65,245,Luxemburgo
898740,2023,8,Alagoas,Maceió,705,476,32,86,"Marshall, Ilhas"
898741,2023,11,Alagoas,Maceió,1005,580,68,28,Panamá
898744,2023,12,Alagoas,Maceió,1902,476,5,9,"Marshall, Ilhas"
898759,2023,11,Alagoas,Maceió,210,476,184,366,"Marshall, Ilhas"
898768,2023,5,Alagoas,Maceió,809,267,10,20,Filipinas
898783,2023,6,Alagoas,Maceió,708,160,42,66,China
898787,2023,7,Alagoas,Maceió,207,476,689,1432,"Marshall, Ilhas"
898793,2023,8,Alagoas,Arapiraca,3916,169,1116,5911,Colômbia
898802,2023,6,Alagoas,Maceió,403,232,120,28,Dinamarca
898803,2023,11,Alagoas,Maceió,6216,476,5,74,"Marshall, Ilhas"
898810,2023,12,Alagoas,Maceió,207,83,190,495,Barbados
898820,2023,3,Alagoas,Maceió,807,77,660,1097,Bahamas
898832,2023,12,Alagoas,Maceió,2106,445,44,256,Luxemburgo
898836,2023,4,Alagoas,Maceió,707,77,227,388,Bahamas
898845,2023,3,Alagoas,Maceió,706,399,16,13,Japão
898847,2023,3,Alagoas,Maceió,1602,434,39,247,Libéria
898848,2023,2,Alagoas,Maceió,703,434,91,270,Libéria
898856,2023,1,Alagoas,Maceió,2009,741,102,150,Singapura
898863,2023,11,Alagoas,Maceió,808,434,149,421,Libéria
898874,2023,5,Alagoas,Maceió,207,161,182,387,Taiwan (Formosa)
898879,2023,2,Alagoas,Maceió,709,628,34,197,Reino Unido
898882,2023,10,Alagoas,Maceió,703,77,110,128,Bahamas
898885,2023,12,Alagoas,Maceió,2202,53,32,41,Arábia Saudita
898886,2023,3,Alagoas,Maceió,8482,434,0,70,Libéria
898956,2023,11,Alagoas,Maceió,714,476,80,52,"Marshall, Ilhas"
898964,2023,3,Alagoas,Maceió,202,386,84,491,Itália
898994,2023,4,Alagoas,Marechal Deodoro,6907,63,44640,21466,Argentina
898997,2023,2,Alagoas,Maceió,708,467,20,23,Malta
899004,2023,1,Alagoas,Maceió,708,741,113,218,Singapura
899020,2023,1,Alagoas,Maceió,902,467,1,82,Malta
899023,2023,8,Alagoas,Maceió,2209,149,12,33,Canadá
899032,2023,1,Alagoas,Maceió,8544,351,16,197,Hong Kong
899034,2023,3,Alagoas,Maceió,401,301,278,374,Grécia
899036,2023,11,Alagoas,Maceió,702,476,140,186,"Marshall, Ilhas"
899039,2023,3,Alagoas,Maceió,409,361,5,12,Índia
899061,2023,12,Alagoas,Coruripe,1701,245,11667504,6665209,Espanha
899063,2023,12,Alagoas,Maceió,2104,434,25,140,Libéria
899075,2023,11,Alagoas,Maceió,2201,580,1156,294,Panamá
899076,2023,10,Alagoas,Maceió,3401,183,119,533,"Cook, Ilhas"
899079,2023,12,Alagoas,Maceió,707,580,25,14,Panamá
899082,2023,9,Alagoas,Arapiraca,3916,249,223,1218,Estados Unidos
899097,2023,1,Alagoas,Maceió,1602,741,23,113,Singapura
899111,2023,2,Alagoas,Maceió,901,573,10,289,Países Baixos (Holanda)
899117,2023,5,Alagoas,Maceió,1604,232,34,68,Dinamarca
899118,2023,9,Alagoas,Maceió,703,476,148,344,"Marshall, Ilhas"
899144,2023,1,Alagoas,Maceió,2201,301,14254,2451,Grécia
899151,2023,6,Alagoas,Maceió,9609,301,0,8,Grécia
899157,2023,10,Alagoas,Maceió,304,386,50,455,Itália
899189,2023,8,Alagoas,Maceió,2202,538,84,57,Noruega
899201,2023,12,Alagoas,Maceió,1901,434,12,42,Libéria
899214,2023,11,Alagoas,Maceió,803,580,160,114,Panamá
899220,2023,11,Alagoas,Maceió,207,232,150,542,Dinamarca
899224,2023,2,Alagoas,Maceió,706,538,140,113,Noruega
899249,2023,5,Alagoas,Maceió,804,386,70,124,Itália
899259,2023,10,Alagoas,Maceió,2005,476,70,243,"Marshall, Ilhas"
899260,2023,2,Alagoas,Maceió,2104,827,0,7,Turquia
899264,2023,12,Alagoas,Maceió,2209,476,5,17,"Marshall, Ilhas"
899265,2023,3,Alagoas,Maceió,1902,301,115,433,Grécia
899266,2023,10,Alagoas,Maceió,804,476,322,375,"Marshall, Ilhas"
899275,2023,11,Alagoas,Maceió,707,267,10,14,Filipinas
899293,2023,9,Alagoas,Maceió,2103,467,20,63,Malta
899296,2023,2,Alagoas,Japaratinga,4015,23,32,3040,Alemanha
899304,2023,1,Alagoas,Maceió,203,301,260,1018,Grécia
899318,2023,3,Alagoas,Maceió,407,741,773,504,Singapura
899330,2023,12,Alagoas,Maceió,2501,445,30,10,Luxemburgo
899336,2023,5,Alagoas,Maceió,806,267,17,36,Filipinas
899339,2023,11,Alagoas,Maceió,2501,580,60,15,Panamá
899347,2023,7,Alagoas,Marechal Deodoro,6907,705,25592,6867,São Vicente e Granadinas
899352,2023,1,Alagoas,Maceió,8204,434,1,56,Libéria
899356,2023,1,Alagoas,Maceió,1101,434,250,731,Libéria
899357,2023,12,Alagoas,Maceió,2009,476,24,38,"Marshall, Ilhas"
899358,2023,2,Alagoas,Maceió,707,160,40,45,China
899361,2023,6,Alagoas,Maceió,4901,301,16,180,Grécia
899370,2023,3,Alagoas,Maceió,703,676,110,190,Rússia
899372,2023,6,Alagoas,Maceió,1904,573,2,25,Países Baixos (Holanda)
899402,2023,2,Alagoas,Maceió,2922,160,5,70,China
899408,2023,12,Alagoas,Maceió,2209,445,18,46,Luxemburgo
899424,2023,9,Alagoas,Maceió,705,434,10,30,Libéria
899428,2023,12,Alagoas,Maceió,2402,434,33,1821,Libéria
899435,2023,6,Alagoas,Maceió,8213,301,0,16,Grécia
899450,2023,3,Alagoas,Maceió,701,83,100,192,Barbados
899457,2023,10,Alagoas,Maceió,2202,281,60,94,Gabão
899463,2023,5,Alagoas,Maceió,1701,628,55,42,Reino Unido
899479,2023,5,Alagoas,Maceió,305,399,10,32,Japão
899484,2023,7,Alagoas,Rio Largo,6204,160,30061,132723,China
899485,2023,4,Alagoas,Maceió,3307,399,0,6,Japão
899494,2023,12,Alagoas,Maceió,709,445,157,727,Luxemburgo
899502,2023,5,Alagoas,Maceió,901,399,9,90,Japão
899504,2023,8,Alagoas,Maceió,4818,580,15,103,Panamá
899525,2023,5,Alagoas,Maceió,807,628,237,117,Reino Unido
899531,2023,11,Alagoas,Maceió,1604,741,4,20,Singapura
899557,2023,5,Alagoas,Maceió,202,232,40,176,Dinamarca
899563,2023,4,Alagoas,Maceió,910,77,28,162,Bahamas
899588,2023,8,Alagoas,Maceió,701,399,541,852,Japão
899590,2023,12,Alagoas,Maceió,203,445,112,853,Luxemburgo
899592,2023,9,Alagoas,Maceió,1905,87,21,194,Bélgica
899625,2023,1,Alagoas,Maceió,407,776,125,236,Tailândia
899627,2023,3,Alagoas,Maceió,304,628,42,189,Reino Unido
899631,2023,2,Alagoas,Maceió,710,351,80,384,Hong Kong
899635,2023,3,Alagoas,Maceió,1806,351,13,343,Hong Kong
899644,2023,12,Alagoas,Maceió,2005,580,6,14,Panamá
899651,2023,2,Alagoas,Maceió,304,351,67,446,Hong Kong
899660,2023,2,Alagoas,Maceió,2902,538,12,213,Noruega
899662,2023,7,Alagoas,Maceió,710,607,46,193,Portugal
899666,2023,6,Alagoas,Maceió,8305,301,2,46,Grécia
899675,2023,4,Alagoas,Maceió,702,705,75,122,São Vicente e Granadinas
899691,2023,11,Alagoas,Maceió,1905,580,51,242,Panamá
899693,2023,1,Alagoas,Maceió,3925,351,5,1,Hong Kong
899699,2023,6,Alagoas,Maceió,805,776,40,54,Tailândia
899720,2023,3,Alagoas,Maceió,3923,476,1,30,"Marshall, Ilhas"
899721,2023,1,Alagoas,Maceió,2007,160,4,33,China
899722,2023,12,Alagoas,Maceió,2208,434,3,21,Libéria
899732,2023,7,Alagoas,Maceió,1806,476,49,310,"Marshall, Ilhas"
899740,2023,5,Alagoas,Maceió,712,232,3,7,Dinamarca
899745,2023,4,Alagoas,Maceió,904,361,1,12,Índia
899760,2023,3,Alagoas,Maceió,1101,399,50,37,Japão
899761,2023,2,Alagoas,Marechal Deodoro,6907,297,25650,8030,Granada
899775,2023,6,Alagoas,Maceió,803,232,30,25,Dinamarca
899781,2023,6,Alagoas,Maceió,407,573,41,128,Países Baixos (Holanda)
899783,2023,11,Alagoas,Maceió,1702,476,6,16,"Marshall, Ilhas"
899799,2023,2,Alagoas,Maceió,8507,434,2,546,Libéria
899813,2023,6,Alagoas,Maceió,807,573,60,62,Países Baixos (Holanda)
899817,2023,1,Alagoas,Maceió,304,232,33,107,Dinamarca
899824,2023,10,Alagoas,Maceió,2007,476,19,222,"Marshall, Ilhas"
899832,2023,6,Alagoas,Maceió,2009,301,401,395,Grécia
899834,2023,3,Alagoas,Maceió,702,628,70,73,Reino Unido
899838,2023,11,Alagoas,Maceió,713,467,43,162,Malta
899839,2023,1,Alagoas,Maceió,705,301,95,172,Grécia
899879,2023,4,Alagoas,Maceió,2203,607,46,193,Portugal
899884,2023,12,Alagoas,Maceió,9603,83,229,603,Barbados
899889,2023,3,Alagoas,Atalaia,1701,670,9067476,4373546,Romênia
899902,2023,12,Alagoas,Maceió,2103,83,29,168,Barbados
899907,2023,1,Alagoas,Maceió,1901,845,300,1371,Uruguai
899912,2023,6,Alagoas,Maceió,1104,351,4,9,Hong Kong
899921,2023,1,Alagoas,Maceió,303,434,100,417,Libéria
899934,2023,4,Alagoas,Maceió,303,361,94,414,Índia
899936,2023,11,Alagoas,Maceió,1905,301,94,608,Grécia
